"NAME_1","date","ntl_mean"
"Tiris Zemmour",2015,1259.85437011719
"Tiris Zemmour",2016,1364.63403320312
"Tiris Zemmour",2017,1079.50109863281
"Tiris Zemmour",2018,1034.56494140625
"Tiris Zemmour",2019,974.993041992188
"Tiris Zemmour",2020,955.063110351562
"Tiris Zemmour",2021,1109.36572265625
"Tiris Zemmour",2022,1407.75671386719
"Tiris Zemmour",2023,1852.15173339844
"Tiris Zemmour",2024,2319.1201171875
"Trarza",2012,338.702850341797
"Trarza",2013,325.117584228516
"Trarza",2014,397.936767578125
"Trarza",2015,503.468200683594
"Trarza",2016,637.526306152344
"Trarza",2017,628.228881835938
"Trarza",2018,570.723754882812
"Trarza",2019,666.565612792969
"Trarza",2020,573.3095703125
"Trarza",2021,769.549255371094
"Trarza",2022,1025.69934082031
"Trarza",2023,1165.97253417969
"Trarza",2024,1229.94360351562
