"NAME_1","date","ntl_mean"
"Logone Oriental",2018,5746.25244140625
"Logone Oriental",2019,3104.99340820312
"Logone Oriental",2020,2005.67956542969
"Logone Oriental",2021,3254.58642578125
"Logone Oriental",2022,4304.8125
"Logone Oriental",2023,5255.740234375
"Logone Oriental",2024,5933.0439453125
"Mandoul",2012,11.37437915802
"Mandoul",2013,7.50997591018677
"Mandoul",2014,5.4837589263916
"Mandoul",2015,5.73733186721802
"Mandoul",2016,6.474853515625
"Mandoul",2017,13.6634006500244
"Mandoul",2018,10.0343532562256
"Mandoul",2019,1.09562516212463
"Mandoul",2020,2.96941947937012
"Mandoul",2021,2.17886209487915
"Mandoul",2022,3.34038591384888
"Mandoul",2023,7.24499797821045
"Mandoul",2024,7.87807273864746
"Mayo-Kebbi Est",2012,3.39206886291504
"Mayo-Kebbi Est",2013,16.9042205810547
"Mayo-Kebbi Est",2014,65.8386840820312
"Mayo-Kebbi Est",2015,74.3528518676758
"Mayo-Kebbi Est",2016,97.3213424682617
"Mayo-Kebbi Est",2017,74.4336547851562
"Mayo-Kebbi Est",2018,42.6070327758789
"Mayo-Kebbi Est",2019,50.1963539123535
"Mayo-Kebbi Est",2020,84.8927993774414
"Mayo-Kebbi Est",2021,72.3712005615234
"Mayo-Kebbi Est",2022,41.5881195068359
"Mayo-Kebbi Est",2023,71.5172958374023
"Mayo-Kebbi Est",2024,97.4448318481445
"Mayo-Kebbi Ouest",2012,25.887170791626
"Mayo-Kebbi Ouest",2013,26.0658836364746
"Mayo-Kebbi Ouest",2014,34.2340545654297
"Mayo-Kebbi Ouest",2015,31.6542835235596
"Mayo-Kebbi Ouest",2016,35.7181816101074
"Mayo-Kebbi Ouest",2017,35.3218803405762
"Mayo-Kebbi Ouest",2018,24.7213172912598
"Mayo-Kebbi Ouest",2019,19.8923873901367
"Mayo-Kebbi Ouest",2020,15.2014446258545
"Mayo-Kebbi Ouest",2021,16.6573791503906
"Mayo-Kebbi Ouest",2022,27.9502944946289
"Mayo-Kebbi Ouest",2023,31.5165634155273
"Mayo-Kebbi Ouest",2024,30.606575012207
"Moyen-Chari",2012,160.374145507812
"Moyen-Chari",2013,160.028228759766
"Moyen-Chari",2014,51.9128227233887
"Moyen-Chari",2015,53.7505798339844
"Moyen-Chari",2016,88.8014755249023
"Moyen-Chari",2017,122.978073120117
"Moyen-Chari",2018,25.2191734313965
"Moyen-Chari",2019,76.9347457885742
"Moyen-Chari",2020,118.693641662598
"Moyen-Chari",2021,99.133415222168
"Moyen-Chari",2022,151.255599975586
"Moyen-Chari",2023,247.826995849609
"Moyen-Chari",2024,238.545974731445
"Ouaddaï",2012,288.248565673828
"Ouaddaï",2013,359.43603515625
"Ouaddaï",2014,186.707855224609
"Ouaddaï",2015,132.163040161133
"Ouaddaï",2016,121.312080383301
"Ouaddaï",2017,147.651290893555
"Ouaddaï",2018,146.424377441406
"Ouaddaï",2019,180.419738769531
"Ouaddaï",2020,227.370056152344
"Ouaddaï",2021,366.122131347656
"Ouaddaï",2022,399.665008544922
"Ouaddaï",2023,585.61669921875
"Ouaddaï",2024,616.461608886719
"Salamat",2012,4.14052677154541
"Salamat",2013,4.51964235305786
"Salamat",2014,9.03966617584229
"Salamat",2015,1.87981188297272
"Salamat",2016,0.525261342525482
"Salamat",2017,3.99372386932373
"Salamat",2018,0
"Salamat",2019,0
"Salamat",2020,1.3590030670166
"Salamat",2021,2.23913931846619
"Salamat",2022,11.7826318740845
"Salamat",2023,20.4866180419922
"Salamat",2024,18.7948551177979
"Sila",2012,43.8825035095215
"Sila",2013,33.5814743041992
"Sila",2014,23.4733695983887
"Sila",2015,19.5729846954346
"Sila",2016,15.3572082519531
"Sila",2017,15.8632411956787
"Sila",2018,11.9542713165283
"Sila",2019,3.5859067440033
"Sila",2020,5.6336841583252
"Sila",2021,6.85082769393921
"Sila",2022,10.7341871261597
"Sila",2023,14.9805545806885
"Sila",2024,26.5647621154785
"Tandjilé",2012,5.62122774124146
"Tandjilé",2013,6.71791315078735
"Tandjilé",2014,7.64996433258057
"Tandjilé",2015,125.408897399902
"Tandjilé",2016,116.808990478516
"Tandjilé",2017,117.42569732666
"Tandjilé",2018,96.7030181884766
"Tandjilé",2019,70.4015579223633
"Tandjilé",2020,51.9198226928711
"Tandjilé",2021,35.7040061950684
"Tandjilé",2022,27.1557292938232
"Tandjilé",2023,42.277400970459
"Tandjilé",2024,39.0643539428711
"Tibesti",2012,0
"Tibesti",2013,0
"Tibesti",2014,0
"Tibesti",2015,0
"Tibesti",2016,0
"Tibesti",2017,0
"Tibesti",2018,0
"Tibesti",2019,0
"Tibesti",2020,16.038553237915
"Tibesti",2021,119.724220275879
"Tibesti",2022,112.627105712891
"Tibesti",2023,406.837707519531
"Tibesti",2024,509.407379150391
"Ville de N'Djamena",2012,6142.236328125
"Ville de N'Djamena",2013,6630.828125
"Ville de N'Djamena",2014,7379.49072265625
"Ville de N'Djamena",2015,7570.1845703125
"Ville de N'Djamena",2016,8154.41357421875
"Ville de N'Djamena",2017,7875.9814453125
"Ville de N'Djamena",2018,7274.40966796875
"Ville de N'Djamena",2019,6935.45068359375
"Ville de N'Djamena",2020,7130.77099609375
"Ville de N'Djamena",2021,8046.20947265625
"Ville de N'Djamena",2022,9511.95703125
"Ville de N'Djamena",2023,9842.125
"Ville de N'Djamena",2024,10345.8564453125
"Wadi Fira",2012,24.1445827484131
"Wadi Fira",2013,85.5979232788086
"Wadi Fira",2014,21.8527069091797
"Wadi Fira",2015,21.2734432220459
"Wadi Fira",2016,21.5205821990967
"Wadi Fira",2017,21.0390090942383
"Wadi Fira",2018,22.0400657653809
"Wadi Fira",2019,16.4855175018311
"Wadi Fira",2020,18.612678527832
"Wadi Fira",2021,20.4677505493164
"Wadi Fira",2022,42.5321884155273
"Wadi Fira",2023,75.4762878417969
"Wadi Fira",2024,66.3314208984375
