"NAME_1","date","ntl_mean"
"Bulawayo",2012,5231.11474609375
"Bulawayo",2013,4572.41845703125
"Bulawayo",2014,4029.19604492188
"Bulawayo",2015,4055.11401367188
"Bulawayo",2016,3877.13647460938
"Bulawayo",2017,3267.26171875
"Bulawayo",2018,3256.37866210938
"Bulawayo",2019,2987.6015625
"Bulawayo",2020,2762.42578125
"Bulawayo",2021,3234.32153320312
"Bulawayo",2022,3963.15966796875
"Bulawayo",2023,4789.9736328125
"Bulawayo",2024,5098.61279296875
"Harare",2012,20934.013671875
"Harare",2013,18785.65234375
"Harare",2014,15756.2587890625
"Harare",2015,15010.01953125
"Harare",2016,16079.3388671875
"Harare",2017,15179.6650390625
"Harare",2018,14800.3115234375
"Harare",2019,14030.81640625
"Harare",2020,13999.2880859375
"Harare",2021,15956.630859375
"Harare",2022,18626.61328125
"Harare",2023,22017.83984375
"Harare",2024,23617.8359375
"Manicaland",2012,3076.4736328125
"Manicaland",2013,2908.05249023438
"Manicaland",2014,2404.4560546875
"Manicaland",2015,2229.65234375
"Manicaland",2016,2201.69091796875
"Manicaland",2017,1978.85717773438
"Manicaland",2018,1890.75451660156
"Manicaland",2019,1618.23913574219
"Manicaland",2020,1395.11352539062
"Manicaland",2021,1624.59936523438
"Manicaland",2022,2141.5400390625
"Manicaland",2023,2993.92016601562
"Manicaland",2024,3470.8486328125
"Mashonaland Central",2012,1160.87561035156
"Mashonaland Central",2013,1173.19799804688
"Mashonaland Central",2014,880.008483886719
"Mashonaland Central",2015,823.106567382812
"Mashonaland Central",2016,814.597778320312
"Mashonaland Central",2017,808.221130371094
"Mashonaland Central",2018,827.484619140625
"Mashonaland Central",2019,741.56103515625
"Mashonaland Central",2020,736.503051757812
"Mashonaland Central",2021,1096.26843261719
"Mashonaland Central",2022,1607.14611816406
"Mashonaland Central",2023,2232.8974609375
"Mashonaland Central",2024,2443.00439453125
"Mashonaland East",2012,2896.11059570312
"Mashonaland East",2013,2604.265625
"Mashonaland East",2014,2012.99658203125
"Mashonaland East",2015,1819.78674316406
"Mashonaland East",2016,2007.29150390625
"Mashonaland East",2017,1786.73132324219
"Mashonaland East",2018,1681.06884765625
"Mashonaland East",2019,1540.69738769531
"Mashonaland East",2020,1516.17163085938
"Mashonaland East",2021,2243.83813476562
"Mashonaland East",2022,3151.71118164062
"Mashonaland East",2023,4937.7626953125
"Mashonaland East",2024,5003.61083984375
"Mashonaland West",2012,4340.4521484375
"Mashonaland West",2013,4205.30078125
"Mashonaland West",2014,3546.63745117188
"Mashonaland West",2015,3378.1181640625
"Mashonaland West",2016,3313.59204101562
"Mashonaland West",2017,3058.33178710938
"Mashonaland West",2018,3146.70654296875
"Mashonaland West",2019,2997.48046875
"Mashonaland West",2020,2877.62768554688
"Mashonaland West",2021,3548.93041992188
"Mashonaland West",2022,4593.12890625
"Mashonaland West",2023,5970.63427734375
"Mashonaland West",2024,6581.61083984375
"Masvingo",2012,1285.10925292969
"Masvingo",2013,1412.83239746094
"Masvingo",2014,1257.16223144531
"Masvingo",2015,1205.541015625
"Masvingo",2016,1167.19604492188
"Masvingo",2017,1078.01416015625
"Masvingo",2018,1103.09851074219
"Masvingo",2019,1050.38549804688
"Masvingo",2020,876.989013671875
"Masvingo",2021,962.161010742188
"Masvingo",2022,1317.89953613281
"Masvingo",2023,1739.4248046875
"Masvingo",2024,2053.96948242188
"Matabeleland North",2012,1470.302734375
"Matabeleland North",2013,1382.80810546875
"Matabeleland North",2014,1543.40698242188
"Matabeleland North",2015,1508.50854492188
"Matabeleland North",2016,1226.35595703125
"Matabeleland North",2017,1355.29113769531
"Matabeleland North",2018,1441.46362304688
"Matabeleland North",2019,1727.63098144531
"Matabeleland North",2020,1618.50561523438
"Matabeleland North",2021,3375.52587890625
"Matabeleland North",2022,4204.73046875
"Matabeleland North",2023,5993.03466796875
"Matabeleland North",2024,9798.0322265625
"Matabeleland South",2012,1547.5693359375
"Matabeleland South",2013,1481.58288574219
"Matabeleland South",2014,1273.21276855469
"Matabeleland South",2015,1313.06066894531
"Matabeleland South",2016,1244.21411132812
"Matabeleland South",2017,1126.70251464844
"Matabeleland South",2018,1088.24987792969
"Matabeleland South",2019,936.955322265625
"Matabeleland South",2020,809.973510742188
"Matabeleland South",2021,930.095947265625
"Matabeleland South",2022,1311.63000488281
"Matabeleland South",2023,1819.61804199219
"Matabeleland South",2024,1931.5205078125
"Midlands",2012,3818.4169921875
"Midlands",2013,3479.69580078125
"Midlands",2014,3343.6240234375
"Midlands",2015,3270.2255859375
"Midlands",2016,3282.44360351562
"Midlands",2017,3155.49243164062
"Midlands",2018,3191.73999023438
"Midlands",2019,3006.44091796875
"Midlands",2020,2706.259765625
"Midlands",2021,3022.04223632812
"Midlands",2022,3751.587890625
"Midlands",2023,5148.83447265625
"Midlands",2024,5421.46044921875
